0,0.276072,0.663866,1.687951,0.000000
1,0.325676,0.617806,0.000000,0.051860
2,0.357173,0.553298,-2.756046,0.000000
3,0.361026,0.497286,-2.795692,0.000000
4,0.350422,0.460020,0.000000,0.000000
5,0.327912,0.484494,0.000000,2.970203
6,0.339259,0.434802,2.623345,0.000000
7,0.344431,0.429170,-2.705405,0.000000
8,0.345739,0.425038,0.000000,0.000000
9,0.297160,0.484689,0.000000,-0.431787
10,0.315054,0.457599,0.618122,0.000000
11,0.317027,0.514941,2.465749,0.000000
12,0.304068,0.532293,0.000000,0.000000
13,0.266956,0.495693,0.000000,-0.524605
14,0.281277,0.481443,0.893277,0.000000
15,0.287309,0.538465,2.416460,0.000000
16,0.276955,0.552976,0.000000,0.000000
17,0.236795,0.508295,0.000000,0.000000
18,0.253084,0.495476,1.059397,0.000000
19,0.259239,0.534777,2.321861,0.000000
20,0.246762,0.550709,0.000000,0.000000
0,0.275833,0.665427,1.698749,0.000000
1,0.321177,0.621933,0.000000,0.125917
2,0.354288,0.556950,-2.857228,0.000000
3,0.365642,0.496901,-2.689254,0.000000
4,0.354463,0.455782,0.000000,0.000000
5,0.323507,0.500148,0.000000,-1.076280
6,0.331019,0.459676,0.188486,0.000000
7,0.331186,0.493349,3.020857,0.000000
8,0.329193,0.510482,0.000000,0.000000
9,0.297246,0.498994,0.000000,-0.459461
10,0.301032,0.463595,0.166880,0.000000
11,0.304499,0.520992,2.746457,0.000000
12,0.298006,0.539654,0.000000,0.000000
13,0.267889,0.509385,0.000000,-0.507545
14,0.272261,0.478333,0.230722,0.000000
15,0.277089,0.531340,2.814009,0.000000
16,0.271961,0.552597,0.000000,0.000000
17,0.236833,0.524792,0.000000,0.000000
18,0.244335,0.495863,0.469234,0.000000
19,0.251919,0.530510,2.762377,0.000000
20,0.247878,0.554978,0.000000,0.000000
0,0.275992,0.651733,1.695523,0.000000
1,0.323780,0.609627,0.000000,0.167168
2,0.357133,0.548043,-2.779753,0.000000
3,0.364387,0.494443,-2.617974,0.000000
4,0.348366,0.455365,0.000000,0.000000
5,0.323411,0.490119,0.000000,-0.493817
6,0.329538,0.450848,0.109432,0.000000
7,0.327659,0.492263,2.993311,0.000000
8,0.322929,0.516387,0.000000,0.000000
9,0.296106,0.491309,0.000000,-0.454482
10,0.295789,0.448364,0.118943,0.000000
11,0.303266,0.507243,2.865724,0.000000
12,0.299415,0.532802,0.000000,0.000000
13,0.266463,0.501455,0.000000,-0.581297
14,0.265753,0.464288,0.183506,0.000000
15,0.276666,0.517411,2.917369,0.000000
16,0.276133,0.542064,0.000000,0.000000
17,0.234217,0.516089,0.000000,0.000000
18,0.236194,0.485325,0.371846,0.000000
19,0.247554,0.521077,2.922134,0.000000
20,0.249869,0.547265,0.000000,0.000000
0,0.276613,0.645218,1.700075,0.000000
1,0.325090,0.607611,0.000000,0.164672
2,0.358536,0.542215,-2.776883,0.000000
3,0.364587,0.486429,-2.654758,0.000000
4,0.347612,0.443778,0.000000,0.000000
5,0.325124,0.482265,0.000000,-0.401221
6,0.327402,0.443790,0.041063,0.000000
7,0.326544,0.491264,2.990314,0.000000
8,0.322490,0.514977,0.000000,0.000000
9,0.297355,0.485667,0.000000,-0.423932
10,0.294407,0.444116,0.080205,0.000000
11,0.304020,0.507278,2.824478,0.000000
12,0.300227,0.529904,0.000000,0.000000
13,0.266369,0.497267,0.000000,-0.451969
14,0.266794,0.461624,0.209489,0.000000
15,0.278292,0.519058,2.850721,0.000000
16,0.276124,0.542227,0.000000,0.000000
17,0.234065,0.514168,0.000000,0.000000
18,0.239629,0.486913,0.522421,0.000000
19,0.253218,0.527778,2.811229,0.000000
20,0.252988,0.552347,0.000000,0.000000
0,0.275748,0.645642,1.715674,0.000000
1,0.324544,0.608574,0.000000,0.179066
2,0.353521,0.543309,-2.839859,0.000000
3,0.360147,0.486506,-2.843360,0.000000
4,0.351552,0.439830,0.000000,0.000000
5,0.328042,0.484536,0.000000,-0.444573
6,0.331323,0.449035,0.023320,0.000000
7,0.328103,0.495733,2.964537,0.000000
8,0.322686,0.517317,0.000000,0.000000
9,0.299145,0.485280,0.000000,-0.436308
10,0.295950,0.449149,0.016322,0.000000
11,0.302268,0.509379,2.810626,0.000000
12,0.298023,0.527806,0.000000,0.000000
13,0.266843,0.495665,0.000000,-0.464370
14,0.268527,0.464375,0.202848,0.000000
15,0.276527,0.517646,2.850338,0.000000
16,0.273922,0.535847,0.000000,0.000000
17,0.233802,0.512016,0.000000,0.000000
18,0.240486,0.490325,0.593522,0.000000
19,0.252219,0.528994,2.800084,0.000000
20,0.251346,0.547598,0.000000,0.000000
0,0.277267,0.639166,1.718788,0.000000
1,0.326244,0.593665,0.000000,0.159448
2,0.354691,0.529188,-2.862324,0.000000
3,0.362603,0.471465,-2.822409,0.000000
4,0.353754,0.423639,0.000000,0.000000
5,0.330049,0.480756,0.000000,-0.509231
6,0.332305,0.442884,0.035123,0.000000
7,0.331163,0.489739,2.967293,0.000000
8,0.326321,0.513791,0.000000,0.000000
9,0.300385,0.484094,0.000000,-0.340189
10,0.296865,0.446888,0.004923,0.000000
11,0.303003,0.508525,2.695523,0.000000
12,0.295720,0.528679,0.000000,0.000000
13,0.267214,0.496001,0.000000,-0.501989
14,0.267272,0.461839,0.174457,0.000000
15,0.276722,0.515993,2.894105,0.000000
16,0.275141,0.537102,0.000000,0.000000
17,0.234090,0.512667,0.000000,0.000000
18,0.238659,0.489785,0.498763,0.000000
19,0.250471,0.527742,2.857612,0.000000
20,0.250811,0.546953,0.000000,0.000000
0,0.281146,0.646768,1.689159,0.000000
1,0.328160,0.612005,0.000000,0.122094
2,0.357998,0.539942,-2.835038,0.000000
3,0.363737,0.473384,-2.818708,0.000000
4,0.351962,0.424606,0.000000,0.000000
5,0.330006,0.478822,0.000000,-0.484886
6,0.334448,0.442719,0.080043,0.000000
7,0.332478,0.489173,3.024740,0.000000
8,0.328578,0.513460,0.000000,0.000000
9,0.300923,0.480465,0.000000,-0.333344
10,0.300520,0.452584,0.036536,0.000000
11,0.303860,0.518058,2.727859,0.000000
12,0.297514,0.534777,0.000000,0.000000
13,0.267601,0.493690,0.000000,-0.407526
14,0.272247,0.469180,0.281915,0.000000
15,0.277874,0.528493,2.797520,0.000000
16,0.273242,0.546670,0.000000,0.000000
17,0.234985,0.514454,0.000000,0.000000
18,0.247071,0.496280,0.806164,0.000000
19,0.255595,0.534520,2.581465,0.000000
20,0.250010,0.550267,0.000000,0.000000
0,0.280974,0.651460,1.699019,0.000000
1,0.329232,0.612153,0.000000,0.082879
2,0.358309,0.544232,-2.818961,0.000000
3,0.363553,0.480318,-2.757889,0.000000
4,0.349725,0.435905,0.000000,0.000000
5,0.331138,0.483408,0.000000,-0.629662
6,0.335147,0.442805,0.099461,0.000000
7,0.335187,0.481518,3.033490,0.000000
8,0.332796,0.503764,0.000000,0.000000
9,0.302325,0.485860,0.000000,-0.398848
10,0.303057,0.453381,0.086499,0.000000
11,0.307039,0.515551,2.727960,0.000000
12,0.300427,0.533684,0.000000,0.000000
13,0.268953,0.498770,0.000000,-0.489945
14,0.272693,0.471092,0.255172,0.000000
15,0.279356,0.525953,2.789304,0.000000
16,0.275147,0.543814,0.000000,0.000000
17,0.235485,0.517769,0.000000,0.000000
18,0.245024,0.494714,0.650721,0.000000
19,0.254429,0.530294,2.667017,0.000000
20,0.250162,0.549725,0.000000,0.000000
0,0.277551,0.654793,1.701371,0.000000
1,0.324754,0.617097,0.000000,0.105930
2,0.359678,0.548528,-2.805453,0.000000
3,0.368052,0.486844,-2.687975,0.000000
4,0.353106,0.441541,0.000000,0.000000
5,0.330277,0.473178,0.000000,-0.500199
6,0.342875,0.445375,0.345484,0.000000
7,0.339093,0.492576,2.866633,0.000000
8,0.330207,0.516552,0.000000,0.000000
9,0.301282,0.474084,0.000000,-0.314266
10,0.311182,0.449192,0.393821,0.000000
11,0.312147,0.512261,2.477436,0.000000
12,0.300170,0.528054,0.000000,0.000000
13,0.269153,0.485710,0.000000,-0.395319
14,0.282321,0.469965,0.774379,0.000000
15,0.286672,0.525722,2.501495,0.000000
16,0.279170,0.537629,0.000000,0.000000
17,0.236842,0.504386,0.000000,0.000000
18,0.253889,0.496345,1.339942,0.000000
19,0.262424,0.536407,2.496731,0.000000
20,0.255557,0.551186,0.000000,0.000000
0,0.278178,0.649617,1.722328,0.000000
1,0.324560,0.607056,0.000000,0.154063
2,0.358733,0.542232,-2.833247,0.000000
3,0.369470,0.482138,-2.706595,0.000000
4,0.357676,0.437478,0.000000,0.000000
5,0.333440,0.480337,0.000000,-0.511634
6,0.339879,0.447644,0.114153,0.000000
7,0.335799,0.498342,2.868680,0.000000
8,0.327954,0.519621,0.000000,0.000000
9,0.303689,0.482555,0.000000,-0.335483
10,0.305989,0.449154,0.111797,0.000000
11,0.308629,0.510462,2.529031,0.000000
12,0.298587,0.526147,0.000000,0.000000
13,0.271633,0.493948,0.000000,-0.487976
14,0.276993,0.462925,0.292301,0.000000
15,0.283688,0.517886,2.727499,0.000000
16,0.279020,0.533363,0.000000,0.000000
17,0.238084,0.510608,0.000000,0.000000
18,0.246194,0.488451,0.645826,0.000000
19,0.257831,0.526753,2.752742,0.000000
20,0.256295,0.543062,0.000000,0.000000
0,0.282537,0.646449,1.713848,0.000000
1,0.326523,0.607125,0.000000,0.150699
2,0.359945,0.540253,-2.861574,0.000000
3,0.370955,0.480919,-2.712274,0.000000
4,0.359891,0.436827,0.000000,0.000000
5,0.334193,0.481636,0.000000,-0.509366
6,0.339386,0.444174,0.084271,0.000000
7,0.336856,0.491436,2.920047,0.000000
8,0.330514,0.513909,0.000000,0.000000
9,0.306015,0.483449,0.000000,-0.381340
10,0.305005,0.444958,0.067928,0.000000
11,0.310804,0.506363,2.658362,0.000000
12,0.303318,0.524623,0.000000,0.000000
13,0.273893,0.495325,0.000000,-0.517226
14,0.277720,0.460830,0.259247,0.000000
15,0.285910,0.515480,2.786393,0.000000
16,0.282212,0.533138,0.000000,0.000000
17,0.241080,0.513350,0.000000,0.000000
18,0.249174,0.489967,0.612220,0.000000
19,0.260196,0.528448,2.748268,0.000000
20,0.258179,0.546001,0.000000,0.000000
0,0.278247,0.646531,1.721176,0.000000
1,0.324019,0.606057,0.000000,0.083992
2,0.358090,0.538587,-2.816854,0.000000
3,0.366456,0.480437,-2.700962,0.000000
4,0.353042,0.436723,0.000000,0.000000
5,0.332144,0.478762,0.000000,-0.495049
6,0.340622,0.441868,0.184647,0.000000
7,0.338636,0.490036,2.936665,0.000000
8,0.331577,0.518132,0.000000,0.000000
9,0.303438,0.480280,0.000000,-0.372403
10,0.306625,0.442493,0.174639,0.000000
11,0.312378,0.505895,2.704120,0.000000
12,0.303919,0.529287,0.000000,0.000000
13,0.271099,0.492350,0.000000,-0.435236
14,0.278194,0.458271,0.353552,0.000000
15,0.286712,0.515292,2.775004,0.000000
16,0.281861,0.537155,0.000000,0.000000
17,0.238217,0.509730,0.000000,0.000000
18,0.249596,0.485812,0.720708,0.000000
19,0.261266,0.526911,2.790254,0.000000
20,0.259596,0.549246,0.000000,0.000000
0,0.278927,0.641529,1.744983,0.000000
1,0.326419,0.599802,0.000000,0.094449
2,0.358773,0.537059,-2.808478,0.000000
3,0.367104,0.479190,-2.682032,0.000000
4,0.353561,0.437852,0.000000,0.000000
5,0.337092,0.481352,0.000000,-0.553400
6,0.340057,0.442030,0.022082,0.000000
7,0.337620,0.487820,2.996069,0.000000
